id;naam;source;import_source;import_status;status;categorie;doel;trigger;systemen;stappen_count;stappen;webhook_paths;endpoints;gitlab_endpoint_method;gitlab_endpoint_path;gitlab_endpoint_handler;external_id;gitlab_file_path;hubspot_last_run_at;hubspot_run_count_365d;last_synced_at;approved_at;rejected_at;rejection_reason
AUTO-HS-571239966;JR goedplaatsen Klant is Nieuw ;hubspot;hubspot;pending_approval;Actief;Data beheer;;deal eigenschap;HubSpot;2;Stel 'hs_priority' in | Stel 'dealstage' in;;;;;;571239966;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1606906949;Openstaand Factuur;hubspot;hubspot;pending_approval;Uitgeschakeld;Algemeen;;Onbekend;HubSpot;0;;;;;;;1606906949;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1657996625;Mark onboarding as not completed when deal in Offerte geaccepteerd start;hubspot;hubspot;pending_approval;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'onboarding_voltooid' in;;;;;;1657996625;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1607217739;Copy moeilijkheidsgraad from company to deal (cloned);hubspot;hubspot;pending_approval;Actief;Algemeen;;Onbekend;HubSpot;0;;;;;;;1607217739;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-617822874;Copy moeilijkheids graad van dossier naar company;hubspot;hubspot;approved;Actief;Data beheer;;Object eigenschap;HubSpot;1;Stel 'moeilijkheidsgraad' in;;;;;;617822874;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:25.517+00:00;;
AUTO-HS-613505187;loonadministratie deal maken- gebaseerd op omzettingen;hubspot;hubspot;pending_approval;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;1;"Maak of update deal met velden: hubspot_owner_id, dealstage, dealname, amount";;;;;;613505187;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1617456897;When Jaarrekening Company changes changes sync contact;hubspot;hubspot;pending_approval;Actief;Algemeen;;Onbekend;HubSpot;0;;;;;;;1617456897;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1631923489;Set Deal Property: Activiteit Sales Deal Stage - Default;hubspot;hubspot;pending_approval;Actief;Data beheer;;deal eigenschap;HubSpot;5;Splits in 1 paden op basis van criteria | Stel 'activiteit' in | Stel 'activiteit' in | Stel 'activiteit' in | Stel 'activiteit' in;;;;;;1631923489;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1617437494;Jaarrekening company property aanpassen uit BTW;hubspot;hubspot;approved;Actief;Algemeen;;Onbekend;HubSpot;0;;;;;;;1617437494;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:28.292+00:00;;
AUTO-HS-1617934593;Move VPB deal when JR = done (dynamic);hubspot;hubspot;pending_approval;Actief;Data beheer;;EVENT_BASED;HubSpot;3;Stel 'dealstage' in | Splits in 2 paden op basis van criteria | Stel 'dealstage' in;;;;;;1617934593;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1639801219;Move deal based on Jaarrekening Prioriteit - Default;hubspot;hubspot;pending_approval;Actief;Data beheer;;deal eigenschap;HubSpot;3;Stel 'dealstage' in | Splits in 2 paden op basis van criteria | Stel 'dealstage' in;;;;;;1639801219;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1645306120;Update deal stage for monthly customers in the pipeline (Jaarrekening 2024);hubspot;hubspot;pending_approval;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealstage' in;;;;;;1645306120;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1629092974;"Put deals from ""JR JAARKLANT"" to ""GEGEVENS GEREED"" bankkoppeling status - default";hubspot;hubspot;pending_approval;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealstage' in;;;;;;1629092974;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1703559009;Create sales note in new sales pipeline;hubspot;hubspot;pending_approval;Actief;Algemeen;;deal eigenschap;HubSpot;1;Voer HubSpot-actie uit;;;;;;1703559009;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1656807783;Enroll contacts when Klippa nodig is No;hubspot;hubspot;pending_approval;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'klippa' in;;;;;;1656807783;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1617439913;Jaarrekening company property aanpassen aan hand van JR pipeline;hubspot;hubspot;pending_approval;Actief;Algemeen;;Onbekend;HubSpot;0;;;;;;;1617439913;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1637744759;Set 'betaalt niet' company property based on sales pipeline;hubspot;hubspot;pending_approval;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;1;Stel 'betaalt_niet' in;;;;;;1637744759;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1659863813;Update onboarding status to Yes when deal stage changes and sales activity is active;hubspot;hubspot;pending_approval;Actief;Data beheer;;EVENT_BASED;HubSpot;1;Stel 'onboarding_voltooid' in;;;;;;1659863813;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1663377454;Update records with known Moeilijkheidsgraad property;hubspot;hubspot;pending_approval;Actief;Data beheer;;bedrijf eigenschap;HubSpot;1;Stel 'moeilijkheidsgraad' in;;;;;;1663377454;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1749801371;Upsert Clockify client;hubspot;hubspot;pending_approval;Actief;Integratie;;bedrijf eigenschap;HubSpot | Webhook;1;Webhook -> https://composed-month-production.up.railway.app/clockify/hubspot/upsert_client;/clockify/hubspot/upsert_client;;;;;1749801371;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-164531277;default- stop datum;hubspot;hubspot;pending_approval;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'stop_dtm' in;;;;;;164531277;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1697577818;Set Software/Portaal/Pakket/CSV based on dealstage;hubspot;hubspot;pending_approval;Actief;Data beheer;;deal eigenschap;HubSpot;6;Splits in 5 paden op basis van criteria | Stel 'software_portaal_pakket' in | Stel 'software_portaal_pakket' in | Stel 'software_portaal_pakket' in | Stel 'software_portaal_pakket' in | Stel 'software_portaal_pakket' in;;;;;;1697577818;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1799671812;Bedrijven zonder bankkoppeling instellen;hubspot;hubspot;pending_approval;Uitgeschakeld;Algemeen;;Onbekend;HubSpot;0;;;;;;;1799671812;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1626865560;Priority based on Lead Source;hubspot;hubspot;pending_approval;Actief;Data beheer;;EVENT_BASED;HubSpot;4;Splits in 2 paden op basis van criteria | Stel 'hs_priority' in | Stel 'hs_priority' in | Stel 'hs_priority' in;;;;;;1626865560;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1656787626;Update Onboarding Typeform status for deals in onboarding stages;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'onboarding_typeform' in;;;;;;1656787626;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:04.324+00:00;;
AUTO-HS-1639801463;"Copy company property ""Jaarklant Prioriteit"" to associated deals - dynamic";hubspot;hubspot;pending_approval;Actief;Data beheer;;EVENT_BASED;HubSpot;1;Stel 'jaarrekening_prioriteit' in;;;;;;1639801463;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1696374857;Set Jaarklant property;hubspot;hubspot;pending_approval;Uitgeschakeld;Integratie;;bedrijf eigenschap;HubSpot | Webhook;1;Webhook -> https://composed-month-development.up.railway.app/properties/update_jaarklant_property;/properties/update_jaarklant_property;;;;;1696374857;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-164576879;Contact naar VPB verzonden;hubspot;hubspot;pending_approval;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'hs_priority' in;;;;;;164576879;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-414564243;Deal prio medium;hubspot;hubspot;pending_approval;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'hs_priority' in;;;;;;414564243;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1637748761;Copy software/portaal/pakket from company to deal;hubspot;hubspot;pending_approval;Actief;Data beheer;;bedrijf eigenschap;HubSpot;1;Stel 'software_portaal_pakket' in;;;;;;1637748761;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1639801486;Move deal based on jaarrekening prioriteit property - Dynamic;hubspot;hubspot;approved;Actief;Data beheer;;EVENT_BASED;HubSpot;3;Splits in 2 paden op basis van criteria | Stel 'dealstage' in | Stel 'dealstage' in;;;;;;1639801486;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:18.979+00:00;;
AUTO-HS-1725881497;Nieuwe portaalklant -> dashboard = true;hubspot;hubspot;pending_approval;Actief;Data beheer;;EVENT_BASED;HubSpot;1;Stel 'dashboard' in;;;;;;1725881497;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1774265347;Gegevens voor 1 april aangeleverd -> priority;hubspot;hubspot;pending_approval;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'hs_priority' in;;;;;;1774265347;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-616057973;bankkoppeling verloopt datum from company to deal;hubspot;hubspot;approved;Actief;Algemeen;;Onbekend;HubSpot;0;;;;;;;616057973;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:27.732+00:00;;
AUTO-HS-30753375;"Stap 4.1: OB 2020 Q2 | als deal owner veranderd, dan veranderd deal naam - ALTIJD AAN MET RE-ENROLMENT";hubspot;hubspot;pending_approval;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealname' in;;;;;;30753375;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1671688508;"Revert betaalt niet when deal leaves ""Betaalt niet"" in sales pipeline";hubspot;hubspot;approved;Actief;Integratie;;EVENT_BASED;HubSpot | Webhook;2;Webhook -> https://composed-month-development.up.railway.app/operations/hubspot/reset_betaalt_niet | Stel 'vorige_stage' in;/operations/hubspot/reset_betaalt_niet;;;;;1671688508;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:32:56.935+00:00;;
AUTO-HS-1798803783;Set future deal owners and controleurs for BTW deals;hubspot;hubspot;approved;Actief;Algemeen;;Onbekend;HubSpot;0;;;;;;;1798803783;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:41.248+00:00;;
AUTO-HS-28781822;"Pipeline is ""Sales Pipeline"", deal stage is ""Prospect offerte""";hubspot;hubspot;pending_approval;Uitgeschakeld;Algemeen;;deal eigenschap;HubSpot;0;;;;;;;28781822;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-32345153;"Stap 4.2: VPB 2019 | als company name veranderd, dan veranderd deal naam - ALTIJD AAN MET RE-ENROLMENT (cloned)";hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealname' in;;;;;;32345153;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:01.286+00:00;;
AUTO-HS-29476224;"Pipeline is ""Inbox"", Ticket status is ""New""";hubspot;hubspot;pending_approval;Uitgeschakeld;Algemeen;;Object eigenschap;HubSpot;0;;;;;;;29476224;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1765676439;Overnemen Pakketdetails van deal naar company;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'pakketdetails' in;;;;;;1765676439;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:12.051+00:00;;
AUTO-HS-1607136322;Moeilijkheids graad copy van company naar deal;hubspot;hubspot;approved;Actief;Algemeen;;Onbekend;HubSpot;0;;;;;;;1607136322;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:17.877+00:00;;
AUTO-HS-37241564;"Stap 4.2: LH 2020 september | als company name verandert, dan verandert deal naam - ALTIJD AAN MET RE-ENROLMENT";hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealname' in;;;;;;37241564;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:03.04+00:00;;
AUTO-HS-37241694;Stap 3.1: LH 2020 september | verander deal owner in contact owner - ALTIJD AAN ZONDER RE-ENROLMENT;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'hubspot_owner_id' in;;;;;;37241694;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:03.926+00:00;;
AUTO-HS-414564944;DTM info ontvange;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dtm_info_ontvangen' in;;;;;;414564944;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:29.875+00:00;;
AUTO-HS-37240473;Stap 3.1: LH 2020 augustus | verander deal owner in contact owner - ALTIJD AAN ZONDER RE-ENROLMENT;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'hubspot_owner_id' in;;;;;;37240473;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:04.784+00:00;;
AUTO-HS-190138776;Veroudering Pakketklanten;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;7;Splits in 6 paden op basis van criteria | Stel 'dealstage' in | Stel 'dealstage' in | Stel 'dealstage' in | Stel 'dealstage' in | Stel 'dealstage' in | Stel 'dealstage' in;;;;;;190138776;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:05.67+00:00;;
AUTO-HS-37240562;Stap 2.1: LH augustus 2020 | deal trigger maakt nieuwe deal aan - ALTIJD AAN ZONDER RE-ENROLMENT;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;2;"Schrijf object in voor workflow 37240473 | Maak of update deal met velden: dealstage, dealname, closedate, company_name_niet_handmatig_veranderen_deel_van_een_workflow";;;;;;37240562;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:35.359+00:00;;
AUTO-HS-37241684;Stap 2.1: LH september 2020 | deal trigger maakt nieuwe deal aan - ALTIJD AAN ZONDER RE-ENROLMENT;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;2;"Schrijf object in voor workflow 37241694 | Maak of update deal met velden: dealstage, dealname, closedate, company_name_niet_handmatig_veranderen_deel_van_een_workflow";;;;;;37241684;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:06.528+00:00;;
AUTO-HS-145760532;Won DTM;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'won_dtm' in;;;;;;145760532;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:07.372+00:00;;
AUTO-HS-40234057;Associate Deal with Company;hubspot;hubspot;approved;Uitgeschakeld;Integratie;;bedrijf eigenschap;HubSpot | Webhook;1;Webhook -> https://enxhg00i95hq571.m.pipedream.net;;;;;;40234057;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:09.875+00:00;;
AUTO-HS-37241562;"Stap 4.1: LH 2020 september | als deal owner verandert, dan verandert deal naam - ALTIJD AAN MET RE-ENROLMENT";hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealname' in;;;;;;37241562;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:09.058+00:00;;
AUTO-HS-1783234581;Ophalen KvK gegevens;hubspot;hubspot;approved;Actief;Integratie;;bedrijf eigenschap;HubSpot | Webhook;1;Webhook -> https://composed-month-production.up.railway.app/kvk/hubspot/sync_company;/kvk/hubspot/sync_company;;;;;1783234581;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:10.693+00:00;;
AUTO-HS-380302981;JR status 2022 uit IB pipeline;hubspot;hubspot;approved;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;1;Stel 'jaarrekening_2022_gereed' in;;;;;;380302981;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:24.268+00:00;;
AUTO-HS-32865245;"Pipeline is ""Inbox"", Ticket status is ""Doorgestuurd""";hubspot;hubspot;pending_approval;Uitgeschakeld;Algemeen;;Object eigenschap;HubSpot;0;;;;;;;32865245;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-75421827;Forecast Probability Mapping for Pipeline: Inkomstenbelasting - 2020;hubspot;hubspot;approved;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;6;Stel 'hs_forecast_probability' in | Stel 'hs_forecast_probability' in | Stel 'hs_forecast_probability' in | Stel 'hs_forecast_probability' in | Stel 'hs_forecast_probability' in | Splits in 5 paden op basis van criteria;;;;;;75421827;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:13.439+00:00;;
AUTO-HS-32583267;Stap 2.1: LH juli 2020 | deal trigger maakt nieuwe deal aan - ALTIJD AAN ZONDER RE-ENROLMENT (cloned);hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;2;"Schrijf object in voor workflow 32583271 | Maak of update deal met velden: dealstage, dealname, closedate, company_name_niet_handmatig_veranderen_deel_van_een_workflow";;;;;;32583267;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:15.224+00:00;;
AUTO-HS-30250544;"Pipeline is ""OB"", deal stage is ""Open""";hubspot;hubspot;pending_approval;Uitgeschakeld;Algemeen;;deal eigenschap;HubSpot;0;;;;;;;30250544;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-380303715;JR goed plaatsen gebaseerd op JR status;hubspot;hubspot;approved;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealstage' in;;;;;;380303715;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:18.116+00:00;;
AUTO-HS-39883418;[TJILP] Calendly trigger - terugbel afspraak;hubspot;hubspot;approved;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealstage' in;;;;;;39883418;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:18.924+00:00;;
AUTO-HS-164562318;BTW naar contact verzonden;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'jaarrekening_2021_gereed' in;;;;;;164562318;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:17.307+00:00;;
AUTO-HS-1680634239;Update IB kan gemaakt worden property;hubspot;hubspot;approved;Actief;Integratie;;deal eigenschap;HubSpot | Webhook;1;Webhook -> https://composed-month-production.up.railway.app/properties/update_ib_kan_gemaakt_worden;/properties/update_ib_kan_gemaakt_worden;;;;;1680634239;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:00.004+00:00;;
AUTO-HS-33417498;"Stap 4.2: LH 2020 juni | als company name veranderd, dan veranderd deal naam - ALTIJD AAN MET RE-ENROLMENT (cloned)";hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealname' in;;;;;;33417498;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:19.732+00:00;;
AUTO-HS-33439794;"Stap 4.1: LH 2020 juni | als deal owner veranderd, dan veranderd deal naam - ALTIJD AAN MET RE-ENROLMENT (cloned)";hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealname' in;;;;;;33439794;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:21.29+00:00;;
AUTO-HS-164532896;default-Won DTM;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'won_dtm' in;;;;;;164532896;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:20.518+00:00;;
AUTO-HS-29476233;"Pipeline is ""Inbox"", Ticket status is ""In process""";hubspot;hubspot;pending_approval;Uitgeschakeld;Algemeen;;Object eigenschap;HubSpot;0;;;;;;;29476233;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-164530279;Default -Unieke Klant;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'unieke_klant' in;;;;;;164530279;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:22.109+00:00;;
AUTO-HS-32342610;Stap 3.1: OB 2020 Q2 | verander deal owner in contact owner - ALTIJD AAN ZONDER RE-ENROLMENT (cloned);hubspot;hubspot;approved;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;1;Stel 'hubspot_owner_id' in;;;;;;32342610;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:24.92+00:00;;
AUTO-HS-29474222;Change ticket status when an email is sent to a customer;hubspot;hubspot;approved;Actief;Data beheer;;Object eigenschap;HubSpot;1;Stel 'hs_pipeline_stage' in;;;;;;29474222;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:25.648+00:00;;
AUTO-HS-29474000;Change ticket status when a customer replies to an email;hubspot;hubspot;approved;Actief;Data beheer;;Object eigenschap;HubSpot;1;Stel 'hs_pipeline_stage' in;;;;;;29474000;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:24.159+00:00;;
AUTO-HS-37240478;"Stap 4.1: LH 2020 augustus | als deal owner verandert, dan verandert deal naam - ALTIJD AAN MET RE-ENROLMENT";hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealname' in;;;;;;37240478;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:26.446+00:00;;
AUTO-HS-37239158;"Stap 4.1: OB 2020 Q3 | als deal owner veranderd, dan veranderd deal naam - ALTIJD AAN MET RE-ENROLMENT";hubspot;hubspot;approved;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealname' in;;;;;;37239158;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:27.207+00:00;;
AUTO-HS-164535421;BTW naar contact berekening gereed;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'jaarrekening_2021_gereed' in;;;;;;164535421;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:27.961+00:00;;
AUTO-HS-1790545719;JR boekers instellen;hubspot;hubspot;approved;Actief;Algemeen;;Onbekend;HubSpot;0;;;;;;;1790545719;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:13.203+00:00;;
AUTO-HS-29589094;"Pipeline is ""OB"", Ticket status is ""Open""";hubspot;hubspot;pending_approval;Uitgeschakeld;Algemeen;;Object eigenschap;HubSpot;0;;;;;;;29589094;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-164533005;Default-DTM derde gemiste telefoon gesprek;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dtm_derde_bel_moment' in;;;;;;164533005;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:30.912+00:00;;
AUTO-HS-1732581911;VA VPB ingediend -> VPB deal property aanpassen;hubspot;hubspot;approved;Actief;Integratie;;deal eigenschap;HubSpot | Webhook;1;Webhook -> https://composed-month-development.up.railway.app/properties/va_vpb/finishe_webhook;/properties/va_vpb/finishe_webhook;;;;;1732581911;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:32.417+00:00;;
AUTO-HS-31084098;"Stap 1.2: als company name bekend wordt, dan dit invullen in property deal - ALTIJD AAN MET RE-ENROLMENT";hubspot;hubspot;approved;Actief;Data beheer;;bedrijf eigenschap;HubSpot;1;Stel 'company_name_niet_handmatig_veranderen_deel_van_een_workflow' in;;;;;;31084098;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:33.166+00:00;;
AUTO-HS-1686608443;Move JR deals based on priority from IB;hubspot;hubspot;approved;Actief;Integratie;;deal eigenschap;HubSpot | Webhook;1;Webhook -> https://composed-month-production.up.railway.app/properties/jr_prio_from_ib;/properties/jr_prio_from_ib;;;;;1686608443;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:10.419+00:00;;
AUTO-HS-38516796;reset;hubspot;hubspot;approved;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;1;"Maak of update deal met velden: hubspot_owner_id, dealstage, dealname, closedate";;;;;;38516796;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:31.705+00:00;;
AUTO-HS-32344285;"Stap 4.1: IB 2019 | als deal owner veranderd, dan veranderd deal naam - ALTIJD AAN MET RE-ENROLMENT";hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealname' in;;;;;;32344285;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:36.504+00:00;;
AUTO-HS-472175511;Add Deals for Bankkoppeling;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;"Maak of update deal met velden: hubspot_owner_id, dealstage, dealname";;;;;;472175511;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:35.76+00:00;;
AUTO-HS-1618075059;"When machtiging deal = actief, change contact property";hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;4;Stel 'machtiging_fiscaal_online_doorlopend' in | Splits in 3 paden op basis van criteria | Stel 'machtiging_fiscaal_online_doorlopend' in | Stel 'machtiging_fiscaal_online_doorlopend' in;;;;;;1618075059;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:39.131+00:00;;
AUTO-HS-1732522292;VPB ingediend -> VA VPB deal aanpassen;hubspot;hubspot;approved;Actief;Integratie;;deal eigenschap;HubSpot | Webhook;1;Werk de gekoppelde VA VPB-deal bij naar 'VPB ingediend';/properties/vpb/finished_webhook;;;;;1732522292;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:02.019+00:00;;
AUTO-HS-32344539;"Stap 4.2: IB 2019 | als contact name veranderd, dan veranderd deal naam - ALTIJD AAN MET RE-ENROLMENT";hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealname' in;;;;;;32344539;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:38.44+00:00;;
AUTO-HS-29477283;"Pipeline is ""Inbox"", Ticket status is ""Beantwoord""";hubspot;hubspot;pending_approval;Uitgeschakeld;Algemeen;;Object eigenschap;HubSpot;0;;;;;;;29477283;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-32345208;Stap 3.1: VPB 2019 | verander deal owner in contact owner - ALTIJD AAN ZONDER RE-ENROLMENT;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'hubspot_owner_id' in;;;;;;32345208;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:41.901+00:00;;
AUTO-HS-1656791712;Update Loonadministratie property for contacts with No Loonadministratie nodig;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'loonadministratie' in;;;;;;1656791712;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:11.019+00:00;;
AUTO-HS-167430055;Line items ontbreken;hubspot;hubspot;approved;Actief;Algemeen;;deal eigenschap;HubSpot;1;Voer HubSpot-actie uit;;;;;;167430055;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:41.225+00:00;;
AUTO-HS-557728343;Geen gehoor 3 - Workflow;hubspot;hubspot;pending_approval;Uitgeschakeld;Algemeen;;deal eigenschap;HubSpot;0;;;;;;;557728343;;;;2026-05-05T11:39:01.119+00:00;;;
